postal,blk_no_RD_name
409837,107 EUNOS AVE 3
319457,743 LOR 5 TOA PAYOH
319516,615 LOR 4 TOA PAYOH
757648,30 ANDREWS TER
757656,46 ANDREWS TER
757663,60 ANDREWS TER
757664,62 ANDREWS TER
757673,17 KANDIS LANE
757674,19 KANDIS LANE
757682,7 KANDIS WALK
757691,18 KANDIS WALK
731012,12A MARSILING LANE
732012,12B MARSILING LANE
733012,12C MARSILING LANE
189619,25 BENCOOLEN ST
309329,1 ESSEX RD
489929,41A BEDOK RIA CRES
142061,61A STRATHMORE AVE
142062,62A STRATHMORE AVE
143061,61B STRATHMORE AVE
143062,62B STRATHMORE AVE
144061,61C STRATHMORE AVE
805641,43 STRATTON DR
805644,46 STRATTON DR
805647,49 STRATTON DR
805669,71 STRATTON DR
805676,80 STRATTON DR
806889,19 STRATTON DR
806892,27 STRATTON DR
806895,33 STRATTON DR
806896,35 STRATTON DR
806897,37 STRATTON DR
807632,12A NIM GREEN
806790,9 STRATTON RD
806820,7 STRATTON PL
806827,14 STRATTON PL
806836,23 STRATTON PL
806841,28 STRATTON PL
806845,32 STRATTON PL
806865,5 STRATTON DR
806869,9 STRATTON DR
806875,15 STRATTON DR
519945,80 ELIAS RD
519946,82 ELIAS RD
519947,84 ELIAS RD
519948,86 ELIAS RD
519950,90 ELIAS RD
519951,92 ELIAS RD
519952,94 ELIAS RD
519953,96 ELIAS RD
519954,98 ELIAS RD
519955,100 ELIAS RD
519956,102 ELIAS RD
636866,38 NANYANG CRES
248196,28 SHANGHAI RD
238910,3 NANSON RD
389144,8 JLN AYER
208393,2 MARNE RD
207851,60 STURDEE RD NTH
307781,3 SUFFOLK RD
259916,19 BALMORAL CRES
259920,23 BALMORAL CRES
439874,30 AMBER RD
229719,138 CAIRNHILL RD
455277,175 UPP EAST COAST RD
417958,1 JLN YASIN
438133,70 LIM AH WOO RD
534729,981 UPP SERANGOON RD
307740,1 SURREY RD
534049,420 UPP PAYA LEBAR RD
534996,418 UPP PAYA LEBAR RD
387544,468 SIMS AVE
228168,103 SOPHIA RD
307745,6 SURREY RD
327849,3 TOPAZ RD
218401,123 RANGOON RD
398361,28 LOR 30 GEYLANG
229239,38 HANDY RD
588997,2 JLN ANAK BT
437050,263 TANJONG KATONG RD
359965,56 BRADDELL RD
419740,226 CHANGI RD
369677,12 HARPER RD
238993,53 MOHAMED SULTAN RD
238997,57 MOHAMED SULTAN RD
238999,59 MOHAMED SULTAN RD
239001,61 MOHAMED SULTAN RD
486192,109 UPP CHANGI RD EAST
486221,167 UPP CHANGI RD EAST
486226,177 UPP CHANGI RD EAST
486898,39 UPP CHANGI RD EAST
329585,11 BOON TECK RD
548358,3 JOON HIANG RD
555702,2 SUMMER PL
555710,10 SUMMER PL
555720,20 SUMMER PL
555724,24 SUMMER PL
555735,41 SUMMER PL
555743,57 SUMMER PL
555745,61 SUMMER PL
548315,11 KANG CHOO BIN RD
797703,73 GERALD DR
649925,2 BOON LAY DR
649927,6 BOON LAY DR
649928,8 BOON LAY DR
649929,10 BOON LAY DR
596229,50 HUME AVE
596230,52 HUME AVE
596231,54 HUME AVE
596235,3 KISMIS GREEN
596271,44 KISMIS GREEN
596272,46 KISMIS GREEN
596274,50 KISMIS GREEN
596275,52 KISMIS GREEN
750357,357 ADMIRALTY DR
750359,359 ADMIRALTY DR
751356,356A ADMIRALTY DR
751357,357A ADMIRALTY DR
751359,359A ADMIRALTY DR
751360,360A ADMIRALTY DR
752357,357B ADMIRALTY DR
752360,360B ADMIRALTY DR
753356,356C ADMIRALTY DR
753357,357C ADMIRALTY DR
753359,359C ADMIRALTY DR
753360,360C ADMIRALTY DR
751364,364A SEMBAWANG CRES
751365,365A SEMBAWANG CRES
751366,366A SEMBAWANG CRES
752365,365B SEMBAWANG CRES
752366,366B SEMBAWANG CRES
753365,365C SEMBAWANG CRES
751362,362A SEMBAWANG CRES
752362,362B SEMBAWANG CRES
752363,363B SEMBAWANG CRES
753362,362C SEMBAWANG CRES
753363,363C SEMBAWANG CRES
757713,30 SEMBAWANG DR
520418,418 TAMPINES ST 41
520419,419 TAMPINES ST 41
520420,420 TAMPINES ST 41
520421,421 TAMPINES ST 41
520422,422 TAMPINES ST 41
520423,423 TAMPINES ST 41
520424,424 TAMPINES ST 41
520401,401 TAMPINES ST 41
520402,402 TAMPINES ST 41
520403,403 TAMPINES ST 41
520404,404 TAMPINES ST 41
520405,405 TAMPINES ST 41
520406,406 TAMPINES ST 41
520407,407 TAMPINES ST 41
520408,408 TAMPINES ST 41
520409,409 TAMPINES ST 41
520410,410 TAMPINES ST 41
520411,411 TAMPINES ST 41
520412,411 TAMPINES ST 41
520413,413 TAMPINES ST 41
520414,414 TAMPINES ST 41
520415,415 TAMPINES ST 41
520416,416 TAMPINES ST 41
520417,417 TAMPINES ST 41
520425,425 TAMPINES ST 41
520426,426 TAMPINES ST 41
520427,427 TAMPINES ST 41
520428,428 TAMPINES ST 41
750341,341 SEMBAWANG CL
751339,339A SEMBAWANG CL
751340,340A SEMBAWANG CL
751341,341A SEMBAWANG CL
752339,339B SEMBAWANG CL
752340,340B SEMBAWANG CL
752341,341B SEMBAWANG CL
487146,21 SUNBIRD RD
487161,47 SUNBIRD RD
487169,63 SUNBIRD RD
487186,115 SUNBIRD RD
487188,119 SUNBIRD RD
679893,97 CASHEW CRES
429287,12 DUKU PL
398207,9 LOR 34 GEYLANG
398489,17 LOR 26 GEYLANG
398753,37 LOR 20 GEYLANG
728686,3 SUNGEI KADUT CRES
728781,5 SUNGEI KADUT WAY
728782,10 SUNGEI KADUT WAY
729041,11 SUNGEI KADUT ST 4
729053,28 SUNGEI KADUT ST 4
729061,43 SUNGEI KADUT ST 4
729245,38 SUNGEI KADUT ST 2
729348,43 SUNGEI KADUT ST 1
729350,46 SUNGEI KADUT ST 1
729467,26 SUNGEI KADUT LOOP
729490,59 SUNGEI KADUT LOOP
729494,39 SUNGEI KADUT LOOP
729499,43 SUNGEI KADUT LOOP
729643,6 SUNGEI KADUT AVE
729665,41 SUNGEI KADUT AVE
729671,48 SUNGEI KADUT AVE
729673,49 SUNGEI KADUT AVE
556130,1 SERANGOON AVE 2
556131,3 SERANGOON AVE 2
556132,5 SERANGOON AVE 2
556133,7 SERANGOON AVE 2
556134,9 SERANGOON AVE 2
556135,11 SERANGOON AVE 2
126902,127 WEST COAST GROVE
127888,99 WEST COAST GROVE
486069,781 UPP CHANGI RD EAST
426323,65 LOR G TELOK KURAU
457601,2G JLN JAMAL
118962,3A PASIR PANJANG CL
118967,9 PASIR PANJANG CL
425790,132 LOR K TELOK KURAU
729143,9 SUNGEI KADUT ST 3
806745,51 SUNRISE AVE
806746,53 SUNRISE AVE
806747,55 SUNRISE AVE
806748,57 SUNRISE AVE
806165,19 SUNRISE WAY
806329,54 SUNRISE WALK
806346,4 SUNRISE TER
806354,20 SUNRISE TER
806426,20 SUNRISE PL
806507,4 SUNRISE DR
806515,12 SUNRISE DR
806516,13 SUNRISE DR
806518,15 SUNRISE DR
806523,20 SUNRISE DR
806566,63 SUNRISE DR
806568,65 SUNRISE DR
806605,8 SUNRISE CL
806608,11 SUNRISE CL
806620,23 SUNRISE CL
806622,25 SUNRISE CL
806631,34 SUNRISE CL
806634,37 SUNRISE CL
806649,60 SUNRISE CL
806691,40 SUNRISE AVE
597533,19 SUNSET CL
597535,21 SUNSET CL
120101,101 CLEMENTI ST 14
120102,102 CLEMENTI ST 14
120103,103 CLEMENTI ST 14
120104,104 CLEMENTI ST 14
120105,105 CLEMENTI ST 12
120106,106 CLEMENTI ST 12
120109,109 CLEMENTI ST 11
120110,110 CLEMENTI ST 13
120111,111 CLEMENTI ST 13
120112,112 CLEMENTI ST 13
120113,113 CLEMENTI ST 13
120114,114 CLEMENTI ST 13
120115,115 CLEMENTI ST 13
120116,116 CLEMENTI ST 13
120117,117 CLEMENTI ST 13
120118,118 CLEMENTI ST 13
681476,476A CHOA CHU KANG AVE 5
681484,476A CHOA CHU KANG AVE 5
682476,476B CHOA CHU KANG AVE 5
683476,476C CHOA CHU KANG AVE 5
684476,476D CHOA CHU KANG AVE 5
681487,487A CHOA CHU KANG AVE 5
681488,488A CHOA CHU KANG AVE 5
681489,489A CHOA CHU KANG AVE 5
681490,490A CHOA CHU KANG AVE 5
682487,487B CHOA CHU KANG AVE 5
682488,488B CHOA CHU KANG AVE 5
682489,489B CHOA CHU KANG AVE 5
682490,490B CHOA CHU KANG AVE 5
683487,487C CHOA CHU KANG AVE 5
683488,488C CHOA CHU KANG AVE 5
683489,489C CHOA CHU KANG AVE 5
683490,490C CHOA CHU KANG AVE 5
684488,488D CHOA CHU KANG AVE 5
684489,489D CHOA CHU KANG AVE 5
684490,490D CHOA CHU KANG AVE 5
425673,63 LOR K TELOK KURAU
425600,2 LOR L TELOK KURAU
427970,289 JOO CHIAT PL
680475,475 CHOA CHU KANG AVE 3
187948,10 PRINSEP LINK
189652,91 BENCOOLEN ST
424352,9 RAMBAI RD
425671,61 LOR K TELOK KURAU
38983,3 TEMASEK BOULEVARD
39593,1 RAFFLES BOULEVARD
38985,5 TEMASEK BOULEVARD
38986,6 TEMASEK BOULEVARD
38987,7 TEMASEK BOULEVARD
38988,8 TEMASEK BOULEVARD
38989,9 TEMASEK BOULEVARD
327979,20 SAINT MICHAEL'S RD
327981,22 SAINT MICHAEL'S RD
178879,1 SUPREME COURT LANE
535578,2A SURIN AVE
537122,5 KG SIREH
537130,21 KG SIREH
537133,23 KG SIREH
534060,9K SURIN AVE
534066,9D SURIN AVE
307750,12 SURREY RD
118525,100J PASIR PANJANG RD
268831,28 FARRER RD
598606,110 JLN JURONG KECHIL
288139,36 SWISS CLUB RD
288097,7 SWISS CLUB RD
288099,10 SWISS CLUB RD
288112,17 SWISS CLUB RD
288114,20 SWISS CLUB RD
288116,22 SWISS CLUB RD
288129,30B SWISS CLUB RD
288188,10 SWISS CLUB LANE
288216,7 SWISS CLUB AVE
58281,20 MERCHANT RD
178882,2 STAMFORD RD
349327,68 KALLANG PUDDING RD
278575,143 HOLLAND RD
138633,3 FUSIONOPOLIS WAY
598734,33 HUME AVE
598735,35 HUME AVE
598736,37 HUME AVE
598737,39 HUME AVE
598738,41 HUME AVE
598739,43 HUME AVE
768005,3 YISHUN CL
768006,5 YISHUN CL
768008,9 YISHUN CL
768009,11 YISHUN CL
768011,15 YISHUN CL
768012,17 YISHUN CL
768013,19 YISHUN CL
768014,21 YISHUN CL
138623,3 BIOPOLIS DR
417800,25 KAKI BT RD 4
528633,47 TAMPINES INDUSTRIAL AVE 5
528641,63 TAMPINES INDUSTRIAL AVE 5
528642,65 TAMPINES INDUSTRIAL AVE 5
787502,81 TAGORE LANE
787601,23 TAGORE LANE
787805,421 TAGORE INDUSTRIAL AVE
787623,6 TAGORE DR
555246,8 TAI HWAN TER
555254,24 TAI HWAN TER
555260,33 TAI HWAN TER
555294,11 TAI HWAN PL
555297,15 TAI HWAN PL
555298,16 TAI HWAN PL
555302,20 TAI HWAN PL
555327,9 TAI HWAN LANE
555345,28 TAI HWAN LANE
555372,22 TAI HWAN HTS
555377,30 TAI HWAN HTS
555407,62 TAI HWAN HTS
555422,77 TAI HWAN HTS
555440,95 TAI HWAN HTS
555449,104 TAI HWAN HTS
555450,105 TAI HWAN HTS
555475,22 TAI HWAN GROVE
555491,54 TAI HWAN GROVE
555492,56 TAI HWAN GROVE
555647,11 TAI HWAN CL
555659,27 TAI HWAN CL
555674,3 TAI HWAN AVE
555689,28 TAI HWAN AVE
555442,97 TAI HWAN HTS
555512,2 TAI HWAN DR
555513,3 TAI HWAN DR
555517,7 TAI HWAN DR
555528,18 TAI HWAN DR
555564,1 TAI HWAN CRES
555571,8 TAI HWAN CRES
555575,12 TAI HWAN CRES
555580,17 TAI HWAN CRES
555583,20 TAI HWAN CRES
555595,36 TAI HWAN CRES
555601,47 TAI HWAN CRES
555613,59 TAI HWAN CRES
534263,32 JLN KELICHAP
534269,44 JLN KELICHAP
534283,72 JLN KELICHAP
534285,76 JLN KELICHAP
534292,88 JLN KELICHAP
534295,91 JLN KELICHAP
534296,92 JLN KELICHAP
534302,98 JLN KELICHAP
534306,102 JLN KELICHAP
534314,110 JLN KELICHAP
534322,120 JLN KELICHAP
534323,120 JLN KELICHAP
538186,71 JLN KELICHAP
538193,85 JLN KELICHAP
329342,17 JLN KEMAMAN
537567,10 JLN RENGKAM
537582,26 JLN RENGKAM
369522,3 IRVING RD
534411,1007 TAI SENG AVE
369551,11 IRVING PL
555174,2 TAI YUAN HTS
555176,4 TAI YUAN HTS
555177,5 TAI YUAN HTS
555178,6 TAI YUAN HTS
555206,39 TAI YUAN HTS
577182,39 JLN PEMIMPIN
449303,501 MARINE PARADE RD
438772,161 HAIG RD
188613,36 PURVIS ST
188584,5 PURVIS ST
618495,1 YUNG SHENG RD
610399,399 YUNG SHENG RD
524494,494D TAMPINES ST 43
525494,494E TAMPINES ST 43
522842,842B TAMPINES ST 82
522856,856B TAMPINES ST 82
523842,842C TAMPINES ST 82
523856,856C TAMPINES ST 82
524842,842D TAMPINES ST 82
524856,856D TAMPINES ST 82
525842,842E TAMPINES ST 82
525856,856E TAMPINES ST 82
526842,842F TAMPINES ST 82
526856,856F TAMPINES ST 82
527842,842G TAMPINES ST 82
528842,842H TAMPINES ST 82
528872,11 TAMPINES ST 92
520724,724 TAMPINES ST 71
520725,725 TAMPINES ST 71
520726,726 TAMPINES ST 71
520727,727 TAMPINES ST 71
520728,728 TAMPINES ST 71
520729,729 TAMPINES ST 71
520730,730 TAMPINES ST 71
520731,731 TAMPINES ST 71
520732,732 TAMPINES ST 71
520733,733 TAMPINES ST 71
520734,734 TAMPINES ST 71
528821,2 TAMPINES PL
520735,735 TAMPINES ST 72
520736,736 TAMPINES ST 72
520737,737 TAMPINES ST 72
520738,738 TAMPINES ST 72
520739,739 TAMPINES ST 72
520740,740 TAMPINES ST 72
520741,741 TAMPINES ST 72
520742,742 TAMPINES ST 72
525492,492E TAMPINES ST 45
526492,492F TAMPINES ST 45
527492,492G TAMPINES ST 45
527494,494G TAMPINES ST 45
528494,494H TAMPINES ST 45
529494,494J TAMPINES ST 45
521873,873A TAMPINES ST 85
521878,878A TAMPINES AVE 8
521879,879A TAMPINES AVE 8
522878,878B TAMPINES AVE 8
522879,879B TAMPINES AVE 8
521870,870A TAMPINES ST 86
522871,871B TAMPINES ST 86
523871,871C TAMPINES ST 86
521522,522A TAMPINES CTRL 7
521523,523A TAMPINES CTRL 7
521524,524A TAMPINES CTRL 7
522522,522B TAMPINES CTRL 7
522523,523B TAMPINES CTRL 7
522524,524B TAMPINES CTRL 7
523522,522C TAMPINES CTRL 7
523523,523C TAMPINES CTRL 7
524523,523D TAMPINES CTRL 7
521601,601A TAMPINES AVE 9
521605,605A TAMPINES ST 61
521606,606A TAMPINES ST 61
522605,605B TAMPINES ST 61
522606,606B TAMPINES ST 61
523605,605C TAMPINES ST 61
523606,606C TAMPINES ST 61
524601,601D TAMPINES AVE 9
524606,606D TAMPINES ST 61
521890,890A TAMPINES AVE 1
522890,890B TAMPINES AVE 1
523890,890C TAMPINES AVE 1
521868,868A TAMPINES AVE 8
521869,869A TAMPINES AVE 8
522868,868B TAMPINES AVE 8
522869,869B TAMPINES AVE 8
523868,868C TAMPINES AVE 8
520887,887 TAMPINES ST 81
520888,888 TAMPINES ST 81
520889,889 TAMPINES ST 81
520894,894 TAMPINES ST 81
520895,895 TAMPINES ST 81
520896,896 TAMPINES ST 81
521887,887A TAMPINES ST 81
521888,888A TAMPINES ST 81
521889,889A TAMPINES ST 81
521894,894A TAMPINES ST 81
521895,895A TAMPINES ST 81
521896,896A TAMPINES ST 81
520501,501 TAMPINES CTRL 1
520502,502 TAMPINES CTRL 1
520503,503 TAMPINES CTRL 1
520505,505 TAMPINES CTRL 1
520508,508 TAMPINES CTRL 1
520509,509 TAMPINES CTRL 1
528705,3 TAMPINES ST 73
528837,9003 TAMPINES ST 93
528839,9005 TAMPINES ST 93
528840,9006 TAMPINES ST 93
528843,9008 TAMPINES ST 93
528845,9012 TAMPINES ST 93
521299,299A TAMPINES ST 22
522299,299B TAMPINES ST 22
529510,4 TAMPINES CTRL 5
529538,20 TAMPINES CTRL 1
529536,10 TAMPINES CTRL 1
520922,922 TAMPINES ST 91
520924,924 TAMPINES ST 91
520925,925 TAMPINES ST 91
520926,926 TAMPINES ST 91
520927,927 TAMPINES ST 91
520928,928 TAMPINES ST 91
520929,929 TAMPINES ST 91
520930,930 TAMPINES ST 91
520931,931 TAMPINES ST 91
520932,932 TAMPINES ST 91
520933,933 TAMPINES ST 91
520934,934 TAMPINES ST 91
520935,935 TAMPINES ST 91
520936,936 TAMPINES AVE 5
520937,937 TAMPINES AVE 5
520938,938 TAMPINES AVE 5
520902,902 TAMPINES AVE 4
520903,903 TAMPINES AVE 4
520906,906 TAMPINES AVE 4
520907,907 TAMPINES AVE 4
520908,908 TAMPINES AVE 4
520909,909 TAMPINES AVE 4
520910,910 TAMPINES ST 91
520911,911 TAMPINES ST 91
520912,912 TAMPINES ST 91
520913,913 TAMPINES ST 91
520914,914 TAMPINES ST 91
520915,915 TAMPINES ST 91
520916,916 TAMPINES ST 91
520921,921 TAMPINES ST 91
520939,939 TAMPINES AVE 5
520940,940 TAMPINES AVE 5
520941,941 TAMPINES AVE 5
520942,942 TAMPINES AVE 5
520943,943 TAMPINES AVE 5
520944,944 TAMPINES AVE 5
520945,945 TAMPINES AVE 4
520946,946 TAMPINES AVE 4
520830,830 TAMPINES ST 82
520831,831 TAMPINES ST 83
520832,832 TAMPINES ST 82
520833,833 TAMPINES ST 83
520834,834 TAMPINES ST 82
520835,835 TAMPINES ST 83
520836,836 TAMPINES ST 82
520837,837 TAMPINES ST 83
520838,838 TAMPINES ST 82
520839,839 TAMPINES ST 83
520840,840 TAMPINES ST 82
520841,841 TAMPINES ST 83
520857,857 TAMPINES ST 83
520858,858 TAMPINES AVE 5
520859,859 TAMPINES AVE 5
520860,860 TAMPINES AVE 5
520861,861 TAMPINES AVE 5
520862,862 TAMPINES ST 83
520863,863 TAMPINES ST 83
520864,864 TAMPINES ST 83
521857,857A TAMPINES ST 83
521858,858A TAMPINES AVE 5
521859,859A TAMPINES AVE 5
521861,861A TAMPINES AVE 5
521862,862A TAMPINES ST 83
521863,863A TAMPINES ST 83
521864,864A TAMPINES ST 83
522858,858B TAMPINES AVE 5
522860,860B TAMPINES AVE 5
522863,863B TAMPINES ST 83
529541,5 TAMPINES CTRL 1
520801,801 TAMPINES AVE 4
520803,803 TAMPINES AVE 4
520804,804 TAMPINES AVE 4
520805,805 TAMPINES AVE 4
520806,806 TAMPINES AVE 4
520807,807 TAMPINES AVE 4
520808,808 TAMPINES AVE 4
520809,809 TAMPINES AVE 4
520810,810 TAMPINES AVE 4
520811,811 TAMPINES AVE 4
520812,812 TAMPINES AVE 4
520813,813 TAMPINES ST 81
520814,814 TAMPINES ST 81
520815,815 TAMPINES AVE 4
520816,816 TAMPINES AVE 4
520817,817 TAMPINES ST 81
520818,818 TAMPINES ST 81
520819,819 TAMPINES ST 81
520820,820 TAMPINES ST 81
520897,897 TAMPINES ST 81
520898,898 TAMPINES ST 81
520899,899 TAMPINES ST 81
521897,897A TAMPINES ST 81
521898,898A TAMPINES ST 81
521899,899A TAMPINES ST 81
521499,499A TAMPINES AVE 9
522499,499B TAMPINES AVE 9
523499,499C TAMPINES AVE 9
529427,252 TAMPINES ST 12
520875,875 TAMPINES ST 84
520876,876 TAMPINES ST 84
520877,877 TAMPINES ST 84
520878,878 TAMPINES AVE 8
520879,878 TAMPINES AVE 8
520880,880 TAMPINES AVE 8
520881,881 TAMPINES ST 84
520883,883 TAMPINES ST 84
520884,884 TAMPINES ST 83
520885,885 TAMPINES ST 83
520886,886 TAMPINES ST 83
521880,880A TAMPINES AVE 8
521882,882 TAMPINES ST 84
520708,708 TAMPINES ST 71
520709,709 TAMPINES ST 71
520710,710 TAMPINES ST 71
520711,711 TAMPINES ST 71
520712,712 TAMPINES ST 71
520713,713 TAMPINES ST 71
520714,714 TAMPINES ST 71
520715,715 TAMPINES ST 71
520716,716 TAMPINES ST 71
520717,717 TAMPINES ST 72
520718,718 TAMPINES ST 72
520719,719 TAMPINES ST 72
520720,720 TAMPINES ST 72
520721,721 TAMPINES ST 71
520722,722 TAMPINES ST 72
520723,723 TAMPINES ST 72
520701,701 TAMPINES ST 71
520702,702 TAMPINES ST 71
520703,703 TAMPINES ST 71
520704,704 TAMPINES ST 71
520705,705 TAMPINES ST 71
520706,706 TAMPINES ST 71
520707,707 TAMPINES ST 71
520842,842 TAMPINES ST 82
520843,843 TAMPINES ST 83
520844,844 TAMPINES ST 82
520845,845 TAMPINES ST 83
520846,846 TAMPINES ST 82
520847,847 TAMPINES ST 83
520848,848 TAMPINES ST 82
520850,850 TAMPINES ST 82
520851,851 TAMPINES ST 83
520852,852 TAMPINES ST 82
520853,853 TAMPINES ST 83
520854,854 TAMPINES ST 82
520855,855 TAMPINES ST 83
520856,856 TAMPINES ST 82
520865,865 TAMPINES ST 83
520866,866 TAMPINES ST 83
520867,867 TAMPINES ST 83
520868,868 TAMPINES ST 83
520869,869 TAMPINES ST 83
520870,870 TAMPINES ST 83
520871,871 TAMPINES ST 84
520872,872 TAMPINES ST 84
520873,873 TAMPINES ST 84
520874,874 TAMPINES ST 84
521867,867A TAMPINES ST 83
521871,871A TAMPINES ST 84
521874,874A TAMPINES ST 84
528760,6 TAMPINES INDUSTRIAL AVE 5
529705,5 TAMPINES AVE 3
169074,315 OUTRAM RD
229661,42 CAIRNHILL RD
589622,911 BT TIMAH RD
188537,15 QUEEN ST
349320,60 KALLANG PUDDING RD
298128,370 THOMSON RD
465572,18 JLN TANAH RATA
465573,20 JLN TANAH RATA
465574,22 JLN TANAH RATA
465578,8 TANAH MERAH KECHIL AVE
465590,32 TANAH MERAH KECHIL AVE
465592,36 TANAH MERAH KECHIL AVE
465595,10 TANAH MERAH KECHIL RIDGE
465597,12 TANAH MERAH KECHIL RIDGE
465605,7 TANAH MERAH KECHIL RISE
465613,27 TANAH MERAH KECHIL RISE
465619,39 TANAH MERAH KECHIL RISE
466671,137 TANAH MERAH KECHIL RD STH
486060,6 PARI DEDAP WALK
486061,8 PARI DEDAP WALK
486062,10 PARI DEDAP WALK
238864,310 ORCHARD RD
238865,320 ORCHARD RD
534239,3 PAYA LEBAR CRES
536019,1 PAYA LEBAR CRES
247964,56 TANGLIN RD
140024,24 TANGLIN HALT RD
140025,25 TANGLIN HALT RD
140028,28 TANGLIN HALT RD
140030,30 TANGLIN HALT RD
141026,26 TANGLIN HALT RD
141029,29 TANGLIN HALT RD
141031,31 TANGLIN HALT RD
142027,27 TANGLIN HALT RD
142032,32 TANGLIN HALT RD
140038,38 TANGLIN HALT RD
141035,35 TANGLIN HALT RD
141036,36 TANGLIN HALT RD
141041,41 TANGLIN HALT RD
141045,45 TANGLIN HALT RD
142033,33 TANGLIN HALT RD
142043,43 TANGLIN HALT RD
143040,40 TANGLIN HALT RD
149596,115A C'WEALTH DR
247994,12 TANGLIN RISE
248018,1 TANGLIN HILL
248021,1C TANGLIN HILL
248023,1E TANGLIN HILL
247672,354 TANGLIN RD
247933,163 TANGLIN RD
248466,1 RIDLEY PK
248468,1B RIDLEY PK
248469,1C RIDLEY PK
248471,3 RIDLEY PK
248474,3C RIDLEY PK
248476,5 RIDLEY PK
248477,5A RIDLEY PK
248478,5B RIDLEY PK
248479,5C RIDLEY PK
248480,5D RIDLEY PK
247918,91 TANGLIN RD
247965,381 TANGLIN RD
247966,383 TANGLIN RD
258004,23 SAINT MARTIN'S DR
258006,25 SAINT MARTIN'S DR
247909,19 TANGLIN RD
139299,95 PORTSDOWN RD
159012,150 PRINCE CHARLES CRES
159013,152 PRINCE CHARLES CRES
159015,156 PRINCE CHARLES CRES
400845,845 GEYLANG RD
439272,20 DUNMAN LANE
89774,101 CANTONMENT RD
89053,7 KEPPEL RD
89055,7B KEPPEL RD
78979,40 TRAS ST
78980,41 TRAS ST
78981,42 TRAS ST
78991,52 TRAS ST
78998,59 TRAS ST
78999,60 TRAS ST
79001,62 TRAS ST
79005,66 TRAS ST
79006,67 TRAS ST
79008,69 TRAS ST
79010,71 TRAS ST
79011,72 TRAS ST
88464,43 TANJONG PAGAR RD
88480,59 TANJONG PAGAR RD
88486,65 TANJONG PAGAR RD
88488,67 TANJONG PAGAR RD
88494,73 TANJONG PAGAR RD
88501,80 TANJONG PAGAR RD
88508,87 TANJONG PAGAR RD
88510,89 TANJONG PAGAR RD
88512,91 TANJONG PAGAR RD
88522,101 TANJONG PAGAR RD
88804,1 NEIL RD
88821,35 NEIL RD
88824,41 NEIL RD
88829,51 NEIL RD
88885,161 NEIL RD
89496,32 DUXTON RD
89506,42 DUXTON RD
89523,59 DUXTON RD
89529,70 DUXTON RD
89532,73 DUXTON RD
89534,75 DUXTON RD
89536,77 DUXTON RD
89537,78 DUXTON RD
89543,99 DUXTON RD
89595,11 DUXTON HILL
89605,22 DUXTON HILL
89616,38 DUXTON HILL
89619,41 DUXTON HILL
89664,4 CRAIG RD
89669,9 CRAIG RD
89670,10 CRAIG RD
89674,36 CRAIG RD
89675,37 CRAIG RD
89679,41 CRAIG RD
89683,45 CRAIG RD
89688,50 CRAIG RD
89690,52 CRAIG RD
89065,39 KEPPEL RD
82001,1 TANJONG PAGAR PLAZA
436914,121 TANJONG RHU RD
347790,37 TANNERY LANE
188098,9 TAN QUEE LAN ST
418781,9A JLN PUNAI
608598,71 TOH GUAN RD EAST
787223,16 TU FU AVE
787231,24 TU FU AVE
787655,25 TAGORE AVE
787671,62 TAGORE AVE
787686,92 TAGORE AVE
787694,104 TAGORE AVE
788631,23 MUNSHI ABDULLAH AVE
788651,61 MUNSHI ABDULLAH AVE
788704,1 LI PO AVE
788710,15 LI PO AVE
788738,45 LI PO AVE
789403,24 KALIDASA AVE
789408,50 KALIDASA AVE
789422,78 KALIDASA AVE
789423,80 KALIDASA AVE
789475,43 IQBAL AVE
389687,701 GEYLANG RD
600060,60 TEBAN GDNS RD
600062,62 TEBAN GDNS RD
600063,63 TEBAN GDNS RD
600064,64 TEBAN GDNS RD
600065,65 TEBAN GDNS RD
600055,55 TEBAN GDNS RD
600056,56 TEBAN GDNS RD
600057,57 TEBAN GDNS RD
600020,20 TEBAN GDNS RD
600021,21 TEBAN GDNS RD
600022,22 TEBAN GDNS RD
600023,23 TEBAN GDNS RD
417818,31 KAKI BT RD 3
787624,8 TAGORE DR
408560,67 UBI CRES
569625,4008 ANG MO KIO AVE 10
569626,4010 ANG MO KIO AVE 10
569628,4012 ANG MO KIO AVE 10
569738,4009 ANG MO KIO AVE 10
569870,5000 ANG MO KIO AVE 5
569873,5006 ANG MO KIO AVE 5
569876,5012 ANG MO KIO AVE 5
569059,10 ANG MO KIO ST 65
415941,1 KAKI BT VIEW
547713,3B LIM TUA TOW RD
547717,5B LIM TUA TOW RD
560311,311 ANG MO KIO AVE 3
560312,312 ANG MO KIO AVE 3
560313,313 ANG MO KIO AVE 3
560314,314 ANG MO KIO AVE 3
560343,343 ANG MO KIO AVE 3
560344,344 ANG MO KIO AVE 3
560345,345 ANG MO KIO AVE 3
560346,346 ANG MO KIO AVE 3
560347,346 ANG MO KIO AVE 3
560456,456 ANG MO KIO AVE 10
560457,457 ANG MO KIO AVE 10
560458,458 ANG MO KIO AVE 10
560459,459 ANG MO KIO AVE 10
560460,460 ANG MO KIO AVE 10
560411,411 ANG MO KIO AVE 10
560412,412 ANG MO KIO AVE 10
560413,413 ANG MO KIO AVE 10
560414,414 ANG MO KIO AVE 10
560415,415 ANG MO KIO AVE 10
560416,416 ANG MO KIO AVE 10
